no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,1,2,1,0.0,1,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
2,0,0,3,0,0.0,0,42,2018,2,22,3,0.0,0.0,0.0,65.18835109679173,0,0
1,0,0,3,0,0.0,0,166,2018,11,1,3,0.0,0.0,0.0,110.0,0,0
2,0,0,1,3,0.0,0,17,2018,7,22,4,0.0,0.0,0.0,140.1156794215041,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
2,0,0,2,0,0.0,0,181,2018,8,30,4,0.0,0.0,0.0,119.06453603169822,1,0
2,0,0,1,0,0.0,0,11,2018,11,5,4,0.0,0.0,0.0,130.0,1,0
2,2,1,1,0,0.0,5,216,2018,8,26,4,0.0,0.0,0.0,169.17235434482768,1,0
2,0,3,6,3,0.0,0,314,2018,12,26,4,0.0,0.0,0.0,68.66,0,0
2,0,2,4,0,0.0,0,160,2018,4,27,3,0.0,0.0,0.0,90.0,0,0
1,0,2,5,0,0.0,0,77,2017,5,7,4,0.0,0.0,0.0,78.55230135554405,0,0
1,0,0,1,0,0.0,0,0,2018,6,26,3,0.0,0.0,0.0,133.05632278247708,0,0
1,0,0,0,3,0.0,0,33,2018,5,25,4,0.0,0.0,0.0,98.25373639804506,0,0
1,0,1,1,1,0.0,0,165,2017,10,1,3,0.0,0.0,0.0,98.94318880063643,0,0
1,0,0,1,0,0.0,3,2,2018,9,14,4,0.0,0.0,0.0,169.14170605108862,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
2,2,2,3,1,0.0,5,156,2018,7,18,4,0.0,0.0,0.0,217.61642719701567,2,0
3,0,1,5,0,0.0,3,123,2018,9,20,4,0.0,0.0,0.0,162.0,0,0
1,0,2,1,0,0.0,0,1,2018,2,28,3,0.0,0.0,0.0,60.0,0,0
1,0,1,0,0,0.0,0,111,2018,10,10,3,0.0,0.0,0.0,120.0,0,0
3,0,1,1,0,0.0,3,79,2018,9,11,4,0.0,0.0,0.0,168.3,0,0
1,0,1,1,0,0.0,3,19,2018,4,9,4,0.0,0.0,0.0,137.78083163333923,0,0
3,0,1,5,0,0.0,3,122,2018,9,20,4,0.0,0.0,0.0,162.0,0,0
2,0,1,1,0,0.0,0,174,2017,10,10,4,0.0,0.0,0.0,70.0,0,0
2,0,0,1,0,0.0,0,30,2018,2,12,4,0.0,0.0,0.0,81.9,0,0
2,2,2,4,0,0.0,5,6,2018,6,25,4,0.0,0.0,0.0,252.4842979241326,0,0
2,0,1,0,3,0.0,0,28,2018,9,17,4,0.0,0.0,0.0,121.74265286303147,0,0
2,0,0,2,0,0.0,0,177,2018,6,3,3,0.0,0.0,0.0,100.0,0,0
1,0,1,0,0,0.0,0,111,2018,10,10,3,0.0,0.0,0.0,120.0,0,0
1,0,0,2,0,0.0,0,121,2018,5,12,4,0.0,0.0,0.0,112.8510420530842,0,0
2,0,0,2,1,0.0,0,346,2018,9,13,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,0,233,2018,10,14,3,0.0,0.0,0.0,90.0,0,0
2,0,2,1,0,0.0,0,275,2018,10,1,4,0.0,0.0,0.0,106.2,0,0
2,0,0,1,0,0.0,0,180,2017,10,16,3,0.0,0.0,0.0,70.0,0,0
1,0,0,2,2,0.0,0,31,2018,2,4,3,0.0,0.0,0.0,68.59679292250625,0,0
3,0,1,2,0,0.0,3,16,2018,6,16,4,0.0,0.0,0.0,178.8817349346329,0,0
2,0,0,1,0,0.0,3,219,2018,8,24,4,0.0,0.0,0.0,154.16409885790037,1,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
2,0,1,4,3,0.6441146249628041,0,160,2018,8,8,4,0.0,0.0,0.0,106.52009816939315,0,0
3,0,0,2,0,0.0,0,239,2018,10,28,4,0.0,0.0,0.0,128.7,0,0
2,0,1,2,0,0.0,0,193,2018,6,20,3,0.0,0.0,0.0,120.0,0,0
2,0,0,3,0,0.0,4,166,2018,11,1,3,0.0,0.0,0.0,130.0,0,0
2,0,0,1,0,0.0,0,220,2017,8,11,4,0.0,0.0,0.0,79.75782685320667,0,0
1,0,0,3,0,0.0,0,166,2018,11,1,3,0.0,0.0,0.0,110.0,0,0
2,0,1,1,3,0.0,0,41,2018,3,20,4,0.0,0.0,0.0,88.00375885670724,0,0
2,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,101.5,0,0
2,0,1,1,0,0.0,0,192,2018,6,9,3,0.12192840796571669,0.4642247242069186,0.12192840796571669,70.36260157581312,0,0
2,0,0,1,0,0.0,3,33,2018,7,10,4,0.0,0.0,0.0,149.4,0,0
2,0,1,2,0,0.0,0,0,2017,8,21,4,0.0,0.0,0.0,124.0,0,0
3,0,0,2,0,0.0,3,52,2018,3,20,4,0.0,0.0,0.0,131.4,1,0
2,0,0,3,0,0.22366730177362235,0,225,2018,8,14,4,0.0,0.0,0.0,119.54345047827607,1,0
1,0,2,4,0,0.0,0,245,2018,7,6,3,0.0,0.0,0.0,110.0,0,0
2,0,0,2,2,0.0,0,85,2018,3,13,4,0.0,0.0,0.0,85.72277332602901,0,0
2,0,0,2,0,0.0,3,85,2018,4,26,4,0.0,0.0,0.0,141.50597704235688,0,0
2,0,1,2,1,0.0,0,161,2018,3,25,3,0.0,0.0,0.0,130.0,0,0
2,0,0,2,0,0.0,0,263,2018,10,21,3,0.0,0.0,0.0,110.0,0,0
2,0,2,1,1,0.0,0,117,2017,8,1,3,0.0,0.0,0.0,94.5,0,0
2,0,1,1,3,0.0,0,268,2018,10,1,4,0.0,0.0,0.0,95.4,0,0
2,0,1,3,0,0.0,3,7,2018,4,8,4,0.0,0.0,0.0,158.9650653014907,0,0
2,0,2,4,1,0.0,0,80,2018,3,27,3,0.0,0.0,0.0,74.04658064333925,0,0
2,0,0,3,0,0.0,0,279,2018,10,12,3,0.0,0.0,0.0,110.0,0,0
2,0,0,2,1,0.0,0,377,2018,10,14,3,0.0,0.0,0.0,115.0,1,0
2,0,0,2,1,0.0,0,291,2018,8,19,3,0.0,0.0,0.0,115.0,0,0
2,1,0,3,0,0.0,4,31,2017,10,5,4,0.0,0.0,0.0,158.7855139390194,1,0
2,2,0,2,0,0.0,5,38,2018,3,23,4,0.0,0.0,0.0,171.28569109076125,0,0
1,0,2,4,0,0.0,0,69,2018,6,12,4,0.0,0.0,0.0,120.0,0,0
2,0,1,2,0,0.0,1,189,2018,10,28,4,0.0,0.0,0.0,110.88951864063132,0,0
2,0,2,0,1,0.0,0,386,2018,10,23,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,3,189,2018,10,28,4,0.0,0.0,0.0,109.8,0,0
1,0,0,2,1,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,80.0,0,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,0,0,1,0,0.0,0,220,2018,8,14,4,0.0,0.0,0.0,96.3,0,0
1,0,1,0,0,0.0,0,25,2018,9,12,4,0.0,0.0,0.0,108.0,0,0
1,0,0,1,0,0.0,0,8,2018,4,6,4,0.0,0.0,0.0,95.0,0,0
2,0,2,2,0,0.0,0,99,2017,10,30,3,0.0,0.0,0.0,65.0,0,0
2,0,1,1,3,0.0,0,39,2018,2,14,4,0.0,0.0,0.0,67.5,0,0
2,1,1,2,0,0.0,0,236,2018,10,27,4,0.0,0.0,0.0,108.44565598416852,0,0
2,0,0,5,1,0.0,0,230,2018,9,6,3,0.0,0.0,0.0,137.0,0,0
2,0,1,1,0,0.0,0,154,2018,7,26,4,0.0,0.0,0.0,96.3,0,0
2,0,0,3,0,0.0,0,193,2017,10,15,3,0.0,0.0,0.0,65.0,0,0
2,0,2,0,1,0.0,0,386,2018,10,23,3,0.0,0.0,0.0,115.0,1,0
2,0,2,4,3,0.0,0,10,2018,8,13,4,0.0,0.0,0.0,139.37604179110915,0,0
2,1,0,3,0,0.0,0,158,2018,5,25,4,0.0,0.0,0.0,114.62087184785698,0,0
1,0,0,2,0,0.0,0,63,2017,10,17,4,0.0,0.0,0.0,86.91874340242997,0,0
1,0,2,6,0,0.0,3,28,2018,11,5,4,0.0,0.0,0.0,129.43666907560134,1,0
1,0,1,2,0,0.0,0,242,2017,8,19,4,0.0,0.0,0.0,81.9104735127325,0,0
2,0,2,3,0,0.0,0,208,2018,10,22,4,0.0,0.0,0.0,96.3,0,0
2,0,1,2,0,0.0,3,90,2018,9,9,4,0.0,0.0,0.0,150.01269270781958,0,0
2,0,0,4,1,0.0,0,296,2018,9,21,4,0.0,0.0,0.0,117.0,1,0
1,0,0,2,0,0.0,0,19,2018,6,3,2,0.0,0.0,0.0,65.88819653011684,0,0
3,0,0,3,0,0.0,1,6,2018,3,2,4,0.0,0.0,0.0,134.94028201843008,0,0
2,0,1,3,0,0.0,0,243,2018,9,13,4,0.0,0.0,0.0,106.52550553404986,0,0
1,0,1,2,0,0.0,0,88,2017,7,18,4,0.0,0.0,0.0,68.09472054549163,1,0
1,0,0,1,0,0.0,0,70,2018,6,29,4,0.0,0.0,0.0,112.435245267021,0,0
2,0,1,0,0,0.0,0,286,2018,10,16,3,0.0,0.0,0.0,90.0,0,0
2,0,0,1,3,0.0,0,52,2018,11,3,4,0.0,0.0,0.0,79.2,0,0
2,0,1,2,0,0.0,1,121,2018,7,25,4,0.0,0.0,0.0,97.54,0,0
1,0,2,4,0,0.0,1,290,2017,11,22,4,0.0,0.0,0.0,66.71082413279872,0,0
2,0,1,3,0,0.0,0,322,2018,5,19,3,0.0,0.0,0.0,80.0,0,0
1,0,1,0,0,0.0,0,7,2017,6,16,4,0.0,0.0,0.0,98.26006915508488,0,0
2,0,1,1,0,0.0,3,137,2018,7,21,4,0.0,0.0,0.0,123.78479053141565,1,0
2,0,0,1,1,0.0,0,21,2018,3,4,4,0.0,0.0,0.0,129.0,0,0
2,0,1,3,0,0.0,0,250,2018,9,26,3,0.0,0.0,0.0,95.0,0,0
1,0,2,1,0,0.0,1,102,2018,6,1,4,0.0,0.0,0.0,138.1265897769436,0,0
2,0,0,4,0,0.0,1,33,2017,8,5,4,0.0,0.0,0.0,67.5,1,0
2,0,0,2,0,0.0,3,51,2018,7,1,4,0.0,0.0,0.0,123.3,0,0
2,0,1,0,3,0.0,0,24,2018,9,25,4,0.0,0.0,0.0,119.0,0,0
0,0,0,4,0,0.0,0,28,2018,11,20,4,0.0,0.0,0.0,75.05672775952446,0,0
2,0,1,1,0,0.0,0,50,2018,2,11,4,0.0,0.0,0.0,53.80300271622559,0,0
2,0,1,1,0,0.0,0,94,2017,4,8,4,0.0,0.0,0.0,95.84377716658857,0,0
2,0,0,2,0,0.0,3,85,2018,4,19,4,0.0,0.0,0.0,127.5572127699891,0,0
2,0,3,10,0,0.6212160338563449,0,103,2018,5,27,4,0.0,0.0,0.0,116.74009823896255,0,0
2,0,1,2,0,0.0,0,43,2018,3,11,4,0.0,0.0,0.0,77.75116526267152,0,0
1,0,0,3,0,0.0,0,145,2018,5,2,4,0.0,0.0,0.0,95.44276106671836,0,0
1,0,0,2,0,0.0,1,340,2018,10,14,3,0.0,0.0,0.0,88.22085445637619,0,0
2,0,1,1,0,0.0,0,29,2018,5,22,4,0.0,0.0,0.0,117.85639076018954,0,0
2,0,1,2,1,0.0,0,161,2018,3,25,4,0.0,0.0,0.0,130.0,0,0
2,0,0,2,3,0.0,0,23,2018,10,20,4,0.0,0.0,0.0,119.0,1,0
1,0,2,2,0,0.0,0,68,2017,4,23,3,0.0,0.0,0.0,78.62493603445685,0,0
2,1,2,3,0,0.0,3,216,2018,9,19,3,0.0,0.0,0.0,173.62538625806482,0,0
2,0,2,1,1,0.0,0,124,2017,8,8,3,0.0,0.0,0.0,94.5,0,0
2,0,0,3,0,0.0,1,65,2018,9,6,4,0.0,0.0,0.0,135.78425808359432,0,0
2,0,1,5,0,0.0,0,349,2018,10,4,3,0.0,0.0,0.0,90.0,0,0
2,0,1,1,0,0.0,0,142,2018,11,12,4,0.0,0.0,0.0,90.0,0,0
1,0,2,4,0,0.0,0,245,2018,7,6,3,0.0,0.0,0.0,110.0,0,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,0,1,0,0,0.0,0,285,2018,10,16,4,0.0,0.0,0.0,87.62661865771021,0,0
2,0,0,1,3,0.0,0,80,2018,4,24,4,0.0,0.0,0.0,85.5,0,0
2,0,1,2,0,0.0,0,280,2018,9,19,3,0.0,0.0,0.0,110.0,0,0
2,0,0,2,0,0.0,0,248,2018,7,6,4,0.0,0.0,0.0,121.49417838011094,1,0
2,0,0,2,0,0.0,0,185,2018,10,3,4,0.0,0.0,0.0,106.59520514387778,0,0
2,0,0,3,0,0.0,0,62,2018,7,26,4,0.0,0.0,0.0,114.0098763156069,0,0
2,0,1,2,0,0.0,0,302,2018,9,16,3,0.0,0.0,0.0,100.0,0,0
1,0,0,2,0,0.0,0,188,2018,6,15,3,0.0,0.0,0.0,130.0,0,0
2,0,0,2,0,0.0,0,263,2018,10,21,3,0.0,0.0,0.0,110.0,0,0
2,0,1,3,0,0.0,3,111,2018,6,3,4,0.0,0.0,0.0,132.6,0,0
2,0,1,1,0,0.0,0,164,2018,5,20,4,0.0,0.0,0.0,119.7,1,0
2,2,0,1,0,0.676560574735508,5,12,2018,8,16,4,0.0,0.0,0.0,224.88035293015952,0,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
1,0,0,2,0,0.0,0,5,2017,6,14,2,0.0,0.0,0.0,99.88596819776335,0,0
2,0,0,2,3,0.0,0,72,2018,9,17,4,0.0,0.0,0.0,116.9729817968544,0,0
2,0,0,3,0,0.0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
2,0,1,1,1,0.0,0,247,2018,6,6,3,0.0,0.0,0.0,115.0,1,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
2,0,1,3,0,0.0,3,130,2018,9,27,4,0.0,0.0,0.0,139.93493755955396,1,0
1,0,2,1,0,0.0,0,1,2018,2,28,4,0.0,0.0,0.0,60.0,0,0
2,0,2,1,1,0.0,0,138,2017,8,22,3,0.0,0.0,0.0,94.5,0,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,0,0.0,0,273,2018,5,13,3,0.0,0.0,0.0,95.0,0,0
2,0,0,2,1,0.0,1,72,2018,11,18,4,0.0,0.0,0.0,118.15109901566221,0,0
2,0,0,2,1,0.0,0,291,2018,8,19,3,0.0,0.0,0.0,115.0,0,0
2,0,1,1,0,0.0,0,275,2018,6,4,3,0.0,0.0,0.0,62.8,0,0
2,0,0,3,0,0.0,2,68,2018,10,18,4,0.0,0.0,0.0,117.46298663149268,0,0
2,0,1,3,0,0.5405786724686332,0,195,2018,9,5,4,0.0,0.0,0.0,116.1770384405067,1,0
2,0,0,1,0,0.0,0,105,2018,4,6,3,0.0,0.0,0.0,75.0,0,0
2,0,0,2,1,0.0,0,377,2018,10,14,3,0.0,0.0,0.0,115.0,1,0
2,0,0,2,0,0.0,0,308,2018,11,25,3,0.0,0.0,0.0,52.0,0,0
2,0,0,3,0,0.0,0,213,2018,6,7,3,0.0,0.0,0.0,130.0,0,0
2,0,0,2,0,0.0,0,177,2018,6,3,3,0.0,0.0,0.0,100.0,0,0
2,0,0,2,3,0.0,0,14,2018,8,23,4,0.0,0.0,0.0,129.0,0,0
2,0,1,0,0,0.0,0,286,2018,10,16,4,0.0,0.0,0.0,90.0,0,0
2,0,0,2,0,0.0,0,211,2018,5,20,3,0.0,0.0,0.0,100.0,0,0
2,0,1,2,0,0.0,0,280,2018,9,19,3,0.0,0.0,0.0,110.0,0,0
1,0,1,1,0,0.0,0,4,2018,9,18,4,0.0,0.0,0.0,130.35730483300614,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,3,0.0,0.0,0.0,89.0,0,0
1,0,0,3,0,0.0,0,166,2018,11,1,3,0.0,0.0,0.0,110.0,0,0
2,0,0,0,3,0.0,0,13,2018,9,11,3,0.0,0.0,0.0,99.24832023296858,1,0
2,0,2,1,0,0.0,0,92,2018,3,26,3,0.0,0.0,0.0,100.0,0,0
2,0,0,3,1,0.0,0,34,2017,9,23,3,0.0,0.0,0.0,224.67,0,0
2,0,0,2,0,0.0,0,192,2018,9,4,4,0.0,0.0,0.0,107.76599799472795,1,0
2,0,0,3,3,0.0,0,126,2018,9,8,4,0.0,0.0,0.0,118.8,0,0
2,0,1,3,0,0.0,0,178,2018,10,27,3,0.0,0.0,0.0,106.91655910234726,1,0
2,0,1,2,3,0.0,0,266,2018,12,15,4,0.0,0.0,0.0,66.61231946326184,1,0
2,0,1,3,0,0.0,0,75,2018,3,17,3,0.0,0.0,0.0,80.0,0,0
1,0,2,5,3,0.0,0,101,2018,7,3,4,0.0,0.0,0.0,104.42026952411759,0,0
2,0,1,4,0,0.2342629382244411,0,226,2018,8,19,4,0.0,0.0,0.0,119.52892851972155,1,0
2,0,2,4,0,0.0,4,64,2018,5,11,4,0.0,0.0,0.0,212.84255381001907,0,0
2,1,0,2,0,0.0,0,156,2018,6,25,4,0.0,0.0,0.0,120.95419156414437,0,0
2,0,1,4,0,0.0,3,56,2018,8,27,4,0.0,0.0,0.0,143.36648464724635,0,0
1,0,0,2,0,0.0,0,19,2018,10,25,4,0.0,0.0,0.0,104.79044845819989,0,0
1,0,0,1,0,0.0,0,1,2018,2,9,2,0.0,0.0,0.0,87.58530373964399,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
2,0,1,0,2,0.0,0,14,2017,4,3,4,0.0,0.0,0.0,88.95982886556476,1,0
2,0,0,2,0,0.0,0,4,2018,6,2,4,0.0,0.0,0.0,137.97042227920164,0,0
1,0,2,1,0,0.0,0,34,2018,4,17,4,0.0,0.0,0.0,95.99434324170656,0,0
2,0,0,4,1,0.0,0,296,2018,9,21,3,0.0,0.0,0.0,117.0,1,0
2,0,0,2,0,0.0,0,211,2018,5,20,3,0.0,0.0,0.0,100.0,0,0
2,0,2,3,0,0.0,0,268,2018,4,8,3,0.0,0.0,0.0,78.0,0,0
1,0,2,2,0,0.0,0,163,2018,6,5,3,0.0,0.0,0.0,100.0,0,0
2,0,1,2,0,0.0,0,261,2018,8,2,4,0.0,0.0,0.0,95.75925398307947,0,0
2,0,1,2,0,0.0,3,167,2018,6,17,4,0.0,0.0,0.0,113.36017544078997,0,0
2,0,1,2,0,0.0,0,305,2018,11,4,4,0.0,0.0,0.0,89.0,0,0
1,0,0,2,0,0.0,2,39,2018,3,1,4,0.0,0.0,0.0,88.13257853024511,0,0
2,0,0,2,0,0.0,0,12,2018,4,29,4,0.0,0.0,0.0,101.03302637803893,0,0
2,0,1,1,0,0.0,3,0,2018,2,13,4,0.0,0.0,0.0,106.0,0,0
2,1,0,2,0,0.0,0,179,2018,8,31,4,0.0,0.0,0.0,127.8,0,0
1,0,1,0,0,0.0,0,12,2018,3,11,4,0.0,0.0,0.0,95.4159937477396,0,0
2,0,0,2,0,0.0,0,122,2018,4,15,4,0.0,0.0,0.0,85.0,0,0
2,0,2,1,0,0.0,0,107,2018,4,28,4,0.0,0.0,0.0,80.89191773091119,0,0
1,0,1,4,0,0.0,3,128,2018,8,17,4,0.0,0.0,0.0,122.4,0,0
2,0,2,1,0,0.0,0,252,2018,10,15,4,0.0,0.0,0.0,106.3,0,0
2,0,1,2,0,0.0,2,44,2018,10,2,4,0.0,0.0,0.0,111.86047914504573,0,0
2,0,1,1,0,0.0,5,10,2017,8,29,4,0.0,0.0,0.0,155.43369167520407,0,0
1,2,0,3,0,0.0,5,88,2018,5,17,4,0.0,0.0,0.0,187.50489368539849,0,0
2,0,0,2,1,0.0,0,32,2018,7,15,4,0.0,0.0,0.0,126.49893693304016,0,0
2,0,2,3,0,0.6931471805599453,0,156,2018,8,14,4,0.0,0.0,0.0,115.25,1,0
2,1,0,1,0,0.0,2,142,2018,8,28,4,0.0,0.0,0.0,171.77087426334376,1,0
3,0,1,0,0,0.0,3,106,2018,9,24,4,0.0,0.0,0.0,138.9420671421996,1,0
1,0,0,1,1,0.0,1,4,2018,4,20,2,0.0,0.0,0.0,89.53896643190218,0,0
2,0,0,3,0,0.0,3,11,2018,6,14,2,0.0,0.0,0.0,90.0,0,0
2,1,0,3,0,0.0,4,138,2018,12,26,4,0.0,0.0,0.0,139.92404583134666,0,0
2,0,1,2,1,0.0,0,418,2018,9,26,3,0.0,0.0,0.0,107.0,0,0
2,0,2,4,0,0.0,0,15,2017,8,27,4,0.0,0.0,0.0,85.26072238583669,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
1,0,0,2,0,0.0,0,188,2018,6,15,4,0.0,0.0,0.0,130.0,0,0
2,0,1,2,0,0.6162983239735763,0,193,2018,8,11,4,0.0,0.0,0.0,108.45,1,0
2,0,0,3,0,0.0,0,213,2018,6,7,4,0.0,0.0,0.0,130.0,0,0
2,0,2,5,0,0.0,0,171,2017,7,21,3,0.0,0.0,0.0,79.62286055409295,1,0
1,0,1,2,0,0.0,3,213,2018,8,26,2,0.0,0.0,0.0,106.02623331926594,0,0
1,2,0,3,0,0.0,5,26,2018,5,18,4,0.0,0.0,0.0,218.10395286201373,0,0
2,0,0,3,3,0.0,0,126,2018,9,8,4,0.0,0.0,0.0,118.8,0,0
2,0,1,2,1,0.0,0,116,2018,7,18,4,0.0,0.0,0.0,108.6375889775166,0,0
2,0,2,1,0,0.0,0,92,2018,3,26,3,0.0,0.0,0.0,100.0,0,0
3,0,0,4,0,0.0,3,122,2018,8,3,4,0.0,0.0,0.0,139.95,1,0
2,0,1,2,0,0.0,0,61,2018,8,3,4,0.0,0.0,0.0,96.05558980615807,0,0
3,0,1,2,0,0.0,3,48,2018,5,5,4,0.0,0.0,0.0,158.85969070670592,0,0
2,0,1,1,3,0.0,0,54,2018,3,18,4,0.0,0.0,0.0,87.51455364124433,0,0
2,0,1,3,0,0.0,0,250,2018,9,26,4,0.0,0.0,0.0,95.0,0,0
2,0,1,2,0,0.0,0,39,2018,3,3,4,0.0,0.0,0.0,81.9,0,0
2,0,2,3,0,0.0,0,292,2018,12,28,4,0.0,0.0,0.0,92.20997914118279,0,0
2,0,1,4,0,0.3827713165448859,1,196,2018,9,4,4,0.0,0.0,0.0,118.73293299257779,0,0
2,0,0,2,1,0.0,0,265,2018,6,24,3,0.0,0.0,0.0,115.0,1,0
1,0,1,2,0,0.0,0,181,2018,8,11,4,0.0,0.0,0.0,99.01408355741984,1,0
2,0,0,2,0,0.0,3,142,2018,8,17,4,0.0,0.0,0.0,141.85505748438624,0,0
2,0,1,1,1,0.0,0,301,2018,7,30,4,0.0,0.0,0.0,115.0,1,0
1,0,0,2,0,0.0,0,102,2017,10,16,3,0.0,0.0,0.0,86.1901783714603,0,0
2,0,0,4,2,0.0,0,275,2018,12,26,4,0.0,0.0,0.0,72.5872333177411,0,0
1,0,2,4,3,0.0,0,141,2018,9,18,4,0.0,0.0,0.0,118.8,0,0
2,0,1,3,0,0.0,3,46,2018,9,17,4,0.0,0.0,0.0,189.91795679483397,0,0
2,0,1,2,1,0.0,0,105,2017,10,12,3,0.0,0.0,0.0,110.0,0,0
1,0,1,1,0,0.0,0,13,2018,2,6,4,0.0,0.0,0.0,85.0,0,0
2,0,1,3,0,0.0,0,173,2017,7,19,4,0.0,0.0,0.0,76.68821983493363,0,0
2,0,0,2,1,0.41092239505278955,0,189,2018,8,8,4,0.0,0.0,0.0,104.23289573724082,1,0
2,0,0,1,1,0.0,0,52,2018,10,9,4,0.0,0.0,0.0,128.44618717315626,0,0
2,0,0,2,0,0.0,0,317,2018,9,15,3,0.0,0.0,0.0,120.0,0,0
2,0,0,3,0,0.0,0,219,2018,9,12,4,0.0,0.0,0.0,118.13801201243011,1,0
2,0,2,5,0,0.0,0,168,2018,9,29,4,0.0,0.0,0.0,114.04,0,0
2,0,0,5,0,0.0,0,108,2018,7,4,4,0.0,0.0,0.0,122.89281766996879,1,0
2,2,0,2,0,0.0,5,38,2018,5,17,4,0.0,0.0,0.0,198.9,0,0
2,1,2,2,0,0.0,0,170,2018,8,5,4,0.0,0.0,0.0,114.75,2,0
1,0,2,1,0,0.0,0,93,2018,10,15,3,0.0,0.0,0.0,115.0,0,0
2,0,1,3,3,0.0,0,262,2018,12,26,4,0.0,0.0,0.0,64.07060638545605,0,0
2,0,0,3,0,0.0,0,235,2018,10,28,4,0.0,0.0,0.0,96.86064252826756,0,0
2,0,0,3,0,0.0,0,213,2018,6,7,3,0.0,0.0,0.0,130.0,0,0
2,0,1,4,0,0.0,1,32,2017,10,15,4,0.0,0.0,0.0,107.38713903823998,1,0
2,0,0,0,0,0.0,0,23,2018,2,20,4,0.0,0.0,0.0,91.0,0,0
2,0,2,5,3,0.0,0,8,2018,8,8,4,0.0,0.0,0.0,139.0,0,0
2,0,1,1,0,0.0,0,81,2017,7,26,4,0.0,0.0,0.0,76.5,1,0
2,1,0,2,0,0.0,0,20,2018,4,19,4,0.0,0.0,0.0,173.210031358403,0,0
1,0,0,0,0,0.0,0,10,2018,5,23,4,0.0,0.0,0.0,95.0,0,0
2,0,0,2,1,0.0,0,320,2018,8,18,3,0.0,0.0,0.0,115.0,1,0
2,0,1,2,2,0.0,0,110,2017,4,8,4,0.0,0.0,0.0,76.5,1,0
2,0,1,1,1,0.0,0,301,2018,7,30,3,0.0,0.0,0.0,109.0,0,0
2,0,0,1,2,0.0,0,2,2017,10,19,4,0.0,0.0,0.0,93.6451839606439,0,0
3,0,0,4,0,0.0,3,108,2018,8,24,4,0.0,0.0,0.0,152.1,0,0
2,1,2,5,0,0.0,0,172,2018,7,15,4,0.0,0.0,0.0,112.32,0,0
1,0,0,2,0,0.0,0,181,2018,10,11,3,0.0,0.0,0.0,120.0,0,0
2,0,1,2,0,0.0,3,105,2018,7,30,4,0.0,0.0,0.0,139.5159423976043,0,0
2,0,0,2,0,0.0,0,317,2018,9,15,3,0.0,0.0,0.0,120.0,0,0
2,0,0,2,3,0.0,0,16,2018,8,15,4,0.0,0.0,0.0,126.58213651919758,0,0
2,0,0,0,2,0.0,0,65,2018,10,29,4,0.0,0.0,0.0,71.67026675323616,0,0
2,0,2,1,1,0.0,0,96,2017,7,11,4,0.0,0.0,0.0,94.5,0,0
1,0,0,1,3,0.0,0,18,2018,9,15,4,0.0,0.0,0.0,137.9897159462665,1,0
2,0,0,4,0,0.0,0,122,2018,8,8,4,0.0,0.0,0.0,114.3,0,0
2,0,2,2,0,0.0,3,98,2018,6,25,4,0.0,0.0,0.0,130.05779039274552,0,0
1,0,0,1,0,0.0,1,1,2018,6,21,3,0.0,0.0,0.0,172.99474064007063,0,0
1,0,2,1,1,0.0,0,80,2018,4,10,3,0.0,0.0,0.0,100.0,0,0
1,0,0,1,0,0.0,0,18,2018,7,30,4,0.0,0.0,0.0,99.5361385448614,0,0
2,0,0,1,3,0.0,0,182,2018,10,12,4,0.0,0.0,0.0,98.1,0,0
2,0,1,3,2,0.0,0,216,2018,8,29,4,0.0,0.0,0.0,102.6693043392646,0,0
2,0,0,3,0,0.0,0,205,2018,7,27,3,0.0,0.0,0.0,121.28739992188169,0,0
2,0,1,2,0,0.0,0,193,2018,6,20,3,0.0,0.0,0.0,120.0,0,0
